nwsli,date,time,high_F,low_F,precip,snow_inch,snowd_inch
OWAM5,2023-09-03,8:00 AM,93.0,67.0,0.00,0.00,0.00
MADM5,2023-09-03,8:00 AM,91.0,70.0,0.00,0.00,0.00
ZMPM5,2023-09-03,,,,,,
MLRM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
STIM5,2023-09-03,8:00 AM,88.0,69.0,0.00,0.00,0.00
FLDM5,2023-09-03,7:00 AM,91.0,66.0,0.00,0.00,0.00
WLFM5,2023-09-03,8:00 AM,87.0,62.0,0.00,0.00,0.00
ISEM5,2023-09-03,,,,,,
MIAM5,2023-09-03,6:00 PM,101.0,70.0,0.00,0.00,0.00
BKEM5,2023-09-03,,,,,,
RSMM5,2023-09-03,8:00 AM,90.0,66.0,0.00,0.00,0.00
GNFM5,2023-09-03,7:00 AM,88.0,62.0,T,0.00,0.00
WRSM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
AITM5,2023-09-03,,,,,,
DSLM5,2023-09-03,7:00 AM,88.0,65.0,0.00,0.00,0.00
PRPM5,2023-09-03,7:00 AM,92.0,62.0,0.00,0.00,0.00
ELVM5,2023-09-03,7:00 AM,92.0,,0.00,0.00,0.00
WALM5,2023-09-03,,,,,,
DLNM5,2023-09-03,7:00 AM,88.0,70.0,0.00,0.00,0.00
ASNM5,2023-09-03,6:00 AM,96.0,63.0,0.00,0.00,0.00
LNGM5,2023-09-03,6:00 AM,84.0,67.0,0.00,0.00,0.00
MMLM5,2023-09-03,8:00 AM,99.0,75.0,0.00,0.00,0.00
BENM5,2023-09-03,7:00 AM,89.0,68.0,0.00,0.00,0.00
BRAM5,2023-09-03,7:00 AM,89.0,65.0,0.00,0.00,0.00
FRBM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
ERVM5,2023-09-03,6:00 AM,96.0,73.0,0.00,0.00,0.00
HOUM5,2023-09-03,,,,0.00,,
GRPM5,2023-09-03,,,,,,
CRNM5,2023-09-03,8:00 AM,96.0,63.0,0.00,0.00,0.00
ORWM5,2023-09-03,,,,,,
AGGM5,2023-09-03,12:00 AM,89.0,57.0,0.00,,
BJIM5,2023-09-03,7:00 AM,67.0,67.0,0.00,0.00,0.00
COTM5,2023-09-03,10:00 AM,91.0,58.0,0.00,0.00,0.00
VCTM5,2023-09-03,,,,,,
DELM5,2023-09-03,6:00 AM,88.0,70.0,0.00,0.00,0.00
GLLM5,2023-09-03,8:00 AM,89.0,67.0,0.00,0.00,0.00
GBHM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
IFSM5,2023-09-03,,,,,,
CLGM5,2023-09-03,6:00 PM,97.0,73.0,0.00,0.00,0.00
TOHM5,2023-09-03,8:00 AM,84.0,67.0,0.00,0.00,0.00
GEOM5,2023-09-03,6:00 PM,94.0,64.0,0.00,0.00,0.00
FEDM5,2023-09-03,8:00 AM,89.0,62.0,0.00,0.00,0.00
DTRM5,2023-09-03,11:00 AM,92.0,61.0,0.00,0.00,0.00
BAUM5,2023-09-03,3:00 PM,88.0,59.0,0.00,0.00,0.00
GLWM5,2023-09-03,7:00 AM,84.0,68.0,0.00,0.00,0.00
SATM5,2023-09-03,7:00 PM,94.0,68.0,0.00,0.00,0.00
WRIM5,2023-09-03,6:00 AM,87.0,66.0,0.00,0.00,0.00
STJM5,2023-09-03,8:00 AM,96.0,62.0,0.00,0.00,0.00
SDYM5,2023-09-03,8:00 AM,89.0,67.0,0.00,0.00,0.00
CANM5,2023-09-03,8:00 AM,97.0,74.0,0.00,0.00,0.00
ELKM5,2023-09-03,7:00 AM,96.0,73.0,0.00,0.00,0.00
OTTM5,2023-09-03,7:00 AM,86.0,66.0,0.00,0.00,0.00
BRVM5,2023-09-03,4:00 AM,90.0,64.0,0.00,0.00,0.00
CLQM5,2023-09-03,8:00 AM,92.0,68.0,0.00,0.00,0.00
GRBM5,2023-09-03,6:00 AM,,,0.00,,
ILGM5,2023-09-03,,,,,,
ITAM5,2023-09-03,7:00 AM,93.0,59.0,0.00,0.00,0.00
SILM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
BGFM5,2023-09-03,8:00 AM,89.0,58.0,,0.00,0.00
HAWM5,2023-09-03,,,,0.00,,
SPTM5,2023-09-03,6:00 AM,91.0,63.0,0.00,0.00,0.00
SEBM5,2023-09-03,7:00 AM,91.0,59.0,0.00,0.00,0.00
GDPM5,2023-09-03,7:00 AM,85.0,61.0,0.02,0.00,0.00
BLHM5,2023-09-03,,,,,,
LSAM5,2023-09-03,,98.0,72.0,0.00,0.00,
MPXM5,2023-09-03,11:00 PM,96.0,69.0,0.00,0.00,0.00
ALXM5,2023-09-03,6:00 AM,,,0.00,0.00,
KIMM5,2023-09-03,6:00 AM,82.0,67.0,0.00,0.00,0.00
ASTM5,2023-09-03,7:00 AM,96.0,63.0,0.00,0.00,0.00
MWDM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
FORM5,2023-09-03,7:00 AM,87.0,69.0,0.00,0.00,0.00
ADVM5,2023-09-03,5:00 AM,87.0,70.0,0.00,0.00,0.00
BMBM5,2023-09-03,,,,,,
ADAM5,2023-09-03,6:00 AM,94.0,55.0,0.00,0.00,0.00
UMNM5,2023-09-03,8:00 AM,87.0,71.0,0.00,0.00,0.00
LNCM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
HENM5,2023-09-03,,,,0.00,,
WABM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
WSKM5,2023-09-03,8:00 AM,93.0,61.0,0.00,0.00,0.00
GRDM5,2023-09-03,,,,0.00,,
HLLM5,2023-09-03,,93.0,62.0,0.00,0.00,0.00
PTNM5,2023-09-03,7:00 AM,97.0,59.0,0.00,0.00,0.00
TLRM5,2023-09-03,,,,,,
BNDM5,2023-09-03,9:00 AM,92.0,68.0,0.00,0.00,0.00
VADM5,2023-09-03,2:00 PM,93.0,75.0,0.00,0.00,0.00
MLNM5,2023-09-03,5:00 PM,101.0,70.0,0.00,0.00,0.00
SPEM5,2023-09-03,7:00 AM,91.0,63.0,0.00,0.00,0.00
BSNM5,2023-09-03,8:00 AM,89.0,68.0,0.00,0.00,0.00
SNDM5,2023-09-03,12:00 AM,94.0,68.0,0.00,,
HOKM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
LKWM5,2023-09-03,8:00 AM,94.0,71.0,0.00,0.00,0.00
GRTM5,2023-09-03,11:00 PM,,68.0,0.00,0.00,
CMBM5,2023-09-03,8:00 AM,87.0,66.0,0.11,0.00,0.00
BRCM5,2023-09-03,,,,,,
TCYM5,2023-09-03,8:00 AM,98.0,73.0,0.00,0.00,0.00
JDNM5,2023-09-03,4:00 AM,86.0,65.0,0.00,0.00,0.00
ALVM5,2023-09-03,,,,0.00,,
RIAM5,2023-09-03,8:00 AM,94.0,67.0,0.00,0.00,0.00
LKBM5,2023-09-03,,,,,,
THRM5,2023-09-03,5:00 PM,90.0,64.0,0.00,0.00,0.00
RLWM5,2023-09-03,7:00 AM,85.0,59.0,,0.00,0.00
SPGM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
MLCM5,2023-09-03,7:00 AM,82.0,65.0,0.00,0.00,0.00
TOGM5,2023-09-03,8:00 AM,90.0,57.0,0.00,0.00,0.00
LAKM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
ALBM5,2023-09-03,8:00 AM,95.0,64.0,0.00,0.00,0.00
EMBM5,2023-09-03,6:00 AM,92.0,53.0,0.00,0.00,0.00
LAMM5,2023-09-03,8:00 AM,97.0,69.0,0.00,0.00,0.00
WNNM5,2023-09-03,8:00 AM,95.0,64.0,0.00,0.00,0.00
OSGM5,2023-09-03,7:00 AM,89.0,66.0,0.00,0.00,0.00
RHSM5,2023-09-03,7:00 AM,94.0,65.0,0.00,0.00,0.00
GMRM5,2023-09-03,8:00 AM,76.0,60.0,0.00,0.00,0.00
MRRM5,2023-09-03,8:00 AM,90.0,66.0,0.00,0.00,0.00
ELYM5,2023-09-03,8:00 AM,89.0,64.0,0.00,0.00,0.00
WDOM5,2023-09-03,8:00 AM,97.0,64.0,0.00,0.00,0.00
ARTM5,2023-09-03,5:00 PM,99.0,71.0,0.00,0.00,0.00
SBNM5,2023-09-03,7:00 AM,91.0,66.0,0.00,0.00,0.00
BRMM5,2023-09-03,6:00 AM,90.0,54.0,0.00,0.00,0.00
BTHM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
GMDM5,2023-09-03,5:00 AM,,62.0,0.00,0.00,0.00
COKM5,2023-09-03,6:00 AM,92.0,61.0,0.00,0.00,0.00
NOHM5,2023-09-03,7:00 AM,88.0,56.0,0.00,0.00,0.00
WMRM5,2023-09-03,,,,,,
JORM5,2023-09-03,5:00 AM,86.0,65.0,0.00,0.00,0.00
CSLM5,2023-09-03,8:00 AM,91.0,64.0,0.00,0.00,0.00
WASM5,2023-09-03,8:00 AM,93.0,67.0,0.00,0.00,0.00
AGAM5,2023-09-03,8:00 AM,87.0,63.0,0.00,0.00,0.00
TOWM5,2023-09-03,7:00 AM,91.0,55.0,0.00,0.00,0.00
GLDM5,2023-09-03,9:00 AM,92.0,66.0,0.00,0.00,0.00
WLDM5,2023-09-03,8:00 AM,86.0,64.0,0.06,0.00,0.00
ORVM5,2023-09-03,7:00 AM,,,0.00,0.00,0.00
PIPM5,2023-09-03,8:00 AM,99.0,66.0,0.00,0.00,0.00
NUMM5,2023-09-03,,,,,,
LUVM5,2023-09-03,6:00 AM,,,0.00,,
PRLM5,2023-09-03,7:00 AM,91.0,68.0,0.00,0.00,0.00
TWOM5,2023-09-03,7:00 PM,91.0,65.0,0.00,0.00,0.00
BABM5,2023-09-03,,,,,,
HKHM5,2023-09-03,7:00 AM,,,,,
TWRM5,2023-09-03,,,,,,
MOOM5,2023-09-03,,,,,,
NHPM5,2023-09-03,11:00 PM,98.0,73.0,0.00,0.00,0.00
CLDM5,2023-09-03,9:00 AM,94.0,67.0,0.00,0.00,0.00
LCHM5,2023-09-03,8:00 AM,94.0,69.0,0.00,0.00,0.00
LMBM5,2023-09-03,7:00 AM,97.0,69.0,0.00,0.00,0.00
PKGM5,2023-09-03,8:00 AM,98.0,62.0,0.00,0.00,0.00
PELM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
HLSM5,2023-09-03,,,,,,
ATKM5,2023-09-03,,,,,,
KLLM5,2023-09-03,,,,,,
WRNM5,2023-09-03,7:00 AM,93.0,73.0,0.00,0.00,0.00
THFM5,2023-09-03,,,,,,
AXNM5,2023-09-03,,,,,,
CRLM5,2023-09-03,8:00 AM,91.0,68.0,0.00,0.00,0.00
NISM5,2023-09-03,,,,,,
WRUM5,2023-09-03,10:00 PM,80.0,66.0,0.00,0.00,0.00
RUDM5,2023-09-03,7:00 AM,96.0,60.0,0.00,0.00,0.00
BWNM5,2023-09-03,8:00 AM,88.0,63.0,0.00,0.00,0.00
RDWM5,2023-09-03,9:00 AM,91.0,67.0,0.00,0.00,0.00
KABM5,2023-09-03,5:00 AM,92.0,54.0,0.00,0.00,0.00
EGNM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
MNNM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
FBTM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
ALTM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
ONMM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
NYMM5,2023-09-03,7:00 AM,87.0,67.0,0.00,0.00,0.00
THLM5,2023-09-03,7:00 AM,,65.0,0.00,0.00,0.00
WELM5,2023-09-03,8:00 AM,95.0,67.0,0.00,0.00,0.00
INDM5,2023-09-03,,,,,,
LCRM5,2023-09-03,12:00 AM,90.0,68.0,0.00,0.00,0.00
WTSM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
DWSM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
RWGM5,2023-09-03,8:00 AM,,,0.00,0.00,0.00
DAWM5,2023-09-03,6:00 AM,,,0.00,0.00,0.00
LCRM5,2023-09-04,12:00 AM,,72.0,0.00,0.00,0.00
RWGM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
WTSM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
DWSM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
DAWM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
BABM5,2023-09-04,,,,,,
HKHM5,2023-09-04,7:00 AM,,,,,
MOOM5,2023-09-04,,,,,,
TWRM5,2023-09-04,,,,,,
WDOM5,2023-09-04,8:00 AM,96.0,72.0,0.00,0.00,0.00
BRMM5,2023-09-04,8:00 AM,95.0,56.0,0.00,0.00,0.00
ARTM5,2023-09-04,6:00 PM,100.0,69.0,0.00,0.00,0.00
SBNM5,2023-09-04,6:00 AM,95.0,66.0,0.00,0.00,0.00
ELYM5,2023-09-04,8:00 AM,92.0,57.0,0.00,0.00,0.00
EMBM5,2023-09-04,6:00 AM,94.0,54.0,0.00,0.00,0.00
MLCM5,2023-09-04,7:00 AM,94.0,66.0,0.00,0.00,0.00
SPGM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
ALBM5,2023-09-04,8:00 AM,97.0,68.0,0.00,0.00,0.00
LAKM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
TOGM5,2023-09-04,9:00 AM,93.0,53.0,0.00,0.00,0.00
WNNM5,2023-09-04,8:00 AM,95.0,67.0,0.00,0.00,0.00
GMRM5,2023-09-04,8:00 AM,84.0,60.0,0.00,0.00,0.00
MRRM5,2023-09-04,8:00 AM,102.0,68.0,0.01,0.00,0.00
OSGM5,2023-09-04,7:00 AM,96.0,67.0,0.11,0.00,0.00
RHSM5,2023-09-04,7:00 AM,94.0,70.0,0.04,0.00,0.00
LAMM5,2023-09-04,8:00 AM,96.0,70.0,0.00,0.00,0.00
TWOM5,2023-09-04,7:00 PM,86.0,60.0,T,0.00,0.00
PIPM5,2023-09-04,8:00 AM,96.0,68.0,0.00,0.00,0.00
PRLM5,2023-09-04,7:00 AM,97.0,69.0,0.00,0.00,0.00
LUVM5,2023-09-04,6:00 AM,,,0.00,,
ORVM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
NUMM5,2023-09-04,,,,,,
COKM5,2023-09-04,6:00 AM,91.0,62.0,0.00,0.00,0.00
JORM5,2023-09-04,5:00 AM,94.0,68.0,0.00,0.00,0.00
BTHM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
NOHM5,2023-09-04,7:00 AM,91.0,59.0,0.00,0.00,0.00
WMRM5,2023-09-04,,,,,,
GMDM5,2023-09-04,5:00 AM,96.0,64.0,0.00,0.00,0.00
TOWM5,2023-09-04,7:00 AM,92.0,55.0,0.00,0.00,0.00
GLDM5,2023-09-04,9:00 AM,96.0,72.0,0.00,0.00,0.00
WLDM5,2023-09-04,8:00 AM,94.0,68.0,0.00,0.00,0.00
AGAM5,2023-09-04,8:00 AM,89.0,62.0,0.00,0.00,0.00
WASM5,2023-09-04,8:00 AM,95.0,69.0,0.00,0.00,0.00
CSLM5,2023-09-04,8:00 AM,94.0,62.0,0.02,0.00,0.00
THLM5,2023-09-04,7:00 AM,,60.0,0.00,0.00,0.00
INDM5,2023-09-04,,,,,,
WELM5,2023-09-04,8:00 AM,97.0,67.0,0.00,0.00,0.00
ONMM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
NYMM5,2023-09-04,7:00 AM,96.0,67.0,0.00,0.00,0.00
WRNM5,2023-09-04,7:00 AM,95.0,70.0,0.00,0.00,0.00
LMBM5,2023-09-04,7:00 AM,96.0,70.0,0.00,0.00,0.00
CLDM5,2023-09-04,9:00 AM,96.0,65.0,0.00,0.00,0.00
NHPM5,2023-09-04,11:00 PM,97.0,75.0,0.00,0.00,0.00
PELM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
LCHM5,2023-09-04,8:00 AM,95.0,59.0,0.00,0.00,0.00
PKGM5,2023-09-04,8:00 AM,91.0,68.0,0.00,0.00,0.00
HLSM5,2023-09-04,,,,,,
ATKM5,2023-09-04,,,,,,
KLLM5,2023-09-04,,,,,,
ALTM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
FBTM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
MNNM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
RDWM5,2023-09-04,9:00 AM,97.0,71.0,0.00,0.00,0.00
KABM5,2023-09-04,7:00 AM,91.0,53.0,0.00,0.00,0.00
EGNM5,2023-09-04,8:00 AM,,,0.00,0.00,0.00
THFM5,2023-09-04,,,,,,
AXNM5,2023-09-04,,,,,,
WRUM5,2023-09-04,10:00 PM,82.0,61.0,0.00,0.00,0.00
NISM5,2023-09-04,,,,,,
BWNM5,2023-09-04,8:00 AM,95.0,62.0,0.00,0.00,0.00
CRLM5,2023-09-04,8:00 AM,97.0,69.0,0.00,0.00,0.00
RUDM5,2023-09-04,7:00 AM,97.0,63.0,0.00,0.00,0.00
GNFM5,2023-09-04,7:00 AM,92.0,60.0,0.00,0.00,0.00
MIAM5,2023-09-04,6:00 PM,100.0,68.0,T,0.00,0.00
BKEM5,2023-09-04,,,,,,
WRSM5,2023-09-04,8:00 AM,,,T,0.00,0.00
RSMM5,2023-09-04,8:00 AM,96.0,68.0,0.00,0.00,0.00
AITM5,2023-09-04,,,,,,
MABM5,2023-09-04,6:00 AM,94.0,66.0,0.00,0.00,0.00
TETM5,2023-09-04,12:00 AM,,,,0.00,0.00
HSTM5,2023-09-04,5:00 AM,97.0,74.0,0.00,0.00,0.00
BDIM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
WAAM5,2023-09-04,8:00 AM,93.0,64.0,0.00,0.00,0.00
MHNM5,2023-09-04,,,,,,
MSCM5,2023-09-04,7:00 AM,97.0,69.0,0.00,0.00,0.00
LEIM5,2023-09-04,6:00 AM,90.0,55.0,0.00,0.00,0.00
WIDM5,2023-09-04,8:00 AM,98.0,72.0,0.00,0.00,0.00
LKFM5,2023-09-04,7:00 AM,93.0,69.0,0.00,0.00,0.00
WHTM5,2023-09-04,8:00 AM,92.0,69.0,0.00,0.00,0.00
RCEM5,2023-09-04,5:00 AM,99.0,70.0,0.00,0.00,0.00
RSRM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
WSBM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
BRUM5,2023-09-04,8:00 AM,95.0,69.0,T,0.00,0.00
WLFM5,2023-09-04,7:00 AM,92.0,64.0,0.00,0.00,0.00
FLDM5,2023-09-04,7:00 AM,95.0,62.0,0.00,0.00,0.00
STIM5,2023-09-04,8:00 AM,96.0,71.0,0.00,0.00,0.00
MLRM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
ISEM5,2023-09-04,,,,,,
OWAM5,2023-09-04,8:00 AM,97.0,70.0,0.00,0.00,0.00
MRAM5,2023-09-04,10:00 AM,93.0,69.0,0.00,0.00,0.00
SHRM5,2023-09-04,8:00 AM,92.0,63.0,0.00,0.00,0.00
MADM5,2023-09-04,8:00 AM,100.0,67.0,0.01,0.00,0.00
ZMPM5,2023-09-04,,,,,,
RIAM5,2023-09-04,8:00 AM,90.0,68.0,0.00,0.00,0.00
LKBM5,2023-09-04,,,,,,
ALVM5,2023-09-04,,,,0.00,,
RLWM5,2023-09-04,7:00 AM,88.0,61.0,,0.00,0.00
THRM5,2023-09-04,5:00 PM,87.0,68.0,T,0.00,0.00
ITAM5,2023-09-04,7:00 AM,96.0,61.0,0.00,0.00,0.00
ILGM5,2023-09-04,,,,,,
GRBM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
OTTM5,2023-09-04,5:00 AM,95.0,70.0,T,0.00,0.00
BRVM5,2023-09-04,4:00 AM,96.0,66.0,0.00,0.00,0.00
CLQM5,2023-09-04,8:00 AM,98.0,62.0,0.00,0.00,0.00
GRPM5,2023-09-04,,,,,,
COTM5,2023-09-04,7:00 AM,94.0,58.0,0.00,0.00,0.00
ORWM5,2023-09-04,,,,,,
CRNM5,2023-09-04,8:00 AM,93.0,65.0,0.00,0.00,0.00
BJIM5,2023-09-04,7:00 AM,69.0,69.0,0.00,0.00,0.00
AGGM5,2023-09-04,12:00 AM,89.0,64.0,0.00,,
ELVM5,2023-09-04,7:00 AM,94.0,,0.00,0.00,0.00
LNGM5,2023-09-04,6:00 AM,100.0,68.0,0.00,0.00,0.00
DSLM5,2023-09-04,7:00 AM,97.0,69.0,0.00,0.00,0.00
ASNM5,2023-09-04,6:00 AM,97.0,65.0,0.00,0.00,0.00
DLNM5,2023-09-04,7:00 AM,97.0,73.0,0.00,0.00,0.00
WALM5,2023-09-04,,,,,,
PRPM5,2023-09-04,7:00 AM,97.0,62.0,0.02,0.00,0.00
FRBM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
MMLM5,2023-09-04,8:00 AM,102.0,73.0,0.00,0.00,0.00
BRAM5,2023-09-04,7:00 AM,102.0,66.0,0.00,0.00,0.00
HOUM5,2023-09-04,,,,0.00,,
ERVM5,2023-09-04,6:00 AM,96.0,71.0,0.00,0.00,0.00
BENM5,2023-09-04,7:00 AM,101.0,69.0,0.00,0.00,0.00
ELKM5,2023-09-04,7:00 AM,96.0,71.0,0.00,0.00,0.00
CANM5,2023-09-04,8:00 AM,101.0,75.0,0.00,0.00,0.00
WRIM5,2023-09-04,6:00 AM,96.0,68.0,0.00,0.00,0.00
SDYM5,2023-09-04,8:00 AM,98.0,67.0,0.00,0.00,0.00
STJM5,2023-09-04,8:00 AM,96.0,67.0,0.00,0.00,0.00
SATM5,2023-09-04,7:00 PM,94.0,67.0,0.00,0.00,0.00
CLGM5,2023-09-04,6:00 PM,93.0,70.0,0.00,0.00,0.00
GLLM5,2023-09-04,8:00 AM,101.0,67.0,0.00,0.00,0.00
GBHM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
VCTM5,2023-09-04,,,,,,
IFSM5,2023-09-04,,,,,,
DELM5,2023-09-04,6:00 AM,97.0,73.0,0.00,0.00,0.00
DTRM5,2023-09-04,11:00 AM,90.0,64.0,0.20,0.00,0.00
FEDM5,2023-09-04,8:00 AM,93.0,61.0,0.00,0.00,0.00
BAUM5,2023-09-04,3:00 PM,89.0,62.0,0.00,0.00,0.00
GEOM5,2023-09-04,6:00 PM,95.0,66.0,0.01,0.00,0.00
GLWM5,2023-09-04,7:00 AM,99.0,70.0,0.00,0.00,0.00
TOHM5,2023-09-04,7:00 AM,89.0,66.0,0.00,0.00,0.00
JDNM5,2023-09-04,4:00 AM,94.0,68.0,0.00,0.00,0.00
TCYM5,2023-09-04,8:00 AM,97.0,72.0,0.00,0.00,0.00
CMBM5,2023-09-04,8:00 AM,96.0,71.0,0.00,0.00,0.00
LKWM5,2023-09-04,8:00 AM,96.0,72.0,0.00,0.00,0.00
BRCM5,2023-09-04,,,,,,
GRTM5,2023-09-04,11:00 PM,,70.0,0.00,0.00,
FORM5,2023-09-04,7:00 AM,96.0,72.0,0.00,0.00,0.00
BMBM5,2023-09-04,,,,,,
ADAM5,2023-09-04,6:00 AM,94.0,68.0,0.00,0.00,0.00
ADVM5,2023-09-04,5:00 AM,95.0,75.0,0.00,0.00,0.00
UMNM5,2023-09-04,8:00 AM,95.0,71.0,0.00,0.00,0.00
MWDM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
SEBM5,2023-09-04,7:00 AM,98.0,,0.00,0.00,0.00
GDPM5,2023-09-04,7:00 AM,87.0,62.0,0.00,0.00,0.00
BGFM5,2023-09-04,12:00 AM,83.0,64.0,,0.00,0.00
SILM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
HAWM5,2023-09-04,,,,0.00,,
SPTM5,2023-09-04,6:00 AM,94.0,66.0,0.00,0.00,0.00
LSAM5,2023-09-04,,95.0,60.0,0.00,0.00,
ASTM5,2023-09-04,7:00 AM,97.0,65.0,0.00,0.00,0.00
KIMM5,2023-09-04,6:00 AM,93.0,69.0,0.00,0.00,0.00
ALXM5,2023-09-04,6:00 AM,,,0.03,0.00,
MPXM5,2023-09-04,11:00 PM,96.0,73.0,0.00,0.00,0.00
BLHM5,2023-09-04,,,,,,
SNDM5,2023-09-04,12:00 AM,94.0,67.0,0.01,,
HOKM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
WABM5,2023-09-04,6:00 AM,,,0.00,0.00,0.00
HLLM5,2023-09-04,,86.0,68.0,0.00,0.00,0.00
WSKM5,2023-09-04,8:00 AM,90.0,60.0,0.00,0.00,0.00
LNCM5,2023-09-04,7:00 AM,,,0.00,0.00,0.00
GRDM5,2023-09-04,,,,0.00,,
PTNM5,2023-09-04,8:00 AM,98.0,61.0,0.00,0.00,0.00
HENM5,2023-09-04,,,,0.00,,
BSNM5,2023-09-04,8:00 AM,101.0,69.0,0.00,0.00,0.00
BNDM5,2023-09-04,8:00 AM,93.0,61.0,0.00,0.00,0.00
TLRM5,2023-09-04,,,,,,
VADM5,2023-09-04,2:00 PM,97.0,75.0,0.00,0.00,0.00
MLNM5,2023-09-04,5:00 PM,100.0,68.0,T,0.00,0.00
SPEM5,2023-09-04,7:00 AM,94.0,66.0,0.00,0.00,0.00
TLRM5,2023-09-05,,,,,,
VADM5,2023-09-05,2:00 PM,97.0,71.0,0.00,0.00,0.00
BNDM5,2023-09-05,8:00 AM,94.0,69.0,0.00,0.00,0.00
BSNM5,2023-09-05,8:00 AM,101.0,70.0,0.00,0.00,0.00
MLNM5,2023-09-05,5:00 PM,97.0,65.0,0.22,0.00,0.00
SPEM5,2023-09-05,7:00 AM,95.0,71.0,0.00,0.00,0.00
GLLM5,2023-09-05,8:00 AM,94.0,70.0,0.07,0.00,0.00
GBHM5,2023-09-05,7:00 AM,,,0.71,0.00,0.00
DELM5,2023-09-05,6:00 AM,97.0,75.0,0.00,0.00,0.00
IFSM5,2023-09-05,,,,,,
CLGM5,2023-09-05,6:00 PM,87.0,72.0,0.00,0.00,0.00
VCTM5,2023-09-05,,,,,,
BJIM5,2023-09-05,7:00 AM,69.0,69.0,0.11,0.00,0.00
AGGM5,2023-09-05,12:00 AM,72.0,54.0,0.12,,
GRPM5,2023-09-05,,,,,,
CRNM5,2023-09-05,8:00 AM,95.0,62.0,0.29,0.00,0.00
COTM5,2023-09-05,8:00 AM,94.0,58.0,T,0.00,0.00
ORWM5,2023-09-05,,,,,,
RLWM5,2023-09-05,12:00 AM,71.0,57.0,,0.00,0.00
ALVM5,2023-09-05,,,,1.30,,
RIAM5,2023-09-05,8:00 AM,85.0,65.0,0.06,0.00,0.00
THRM5,2023-09-05,5:00 PM,82.0,59.0,0.23,0.00,0.00
LKBM5,2023-09-05,,,,,,
ITAM5,2023-09-05,7:00 AM,92.0,63.0,0.05,0.00,0.00
GRBM5,2023-09-05,6:00 AM,,,0.00,0.00,0.00
CLQM5,2023-09-05,8:00 AM,96.0,62.0,0.00,0.00,0.00
BRVM5,2023-09-05,6:00 AM,99.0,68.0,0.00,0.00,0.00
ILGM5,2023-09-05,,,,,,
OTTM5,2023-09-05,5:00 AM,91.0,70.0,0.00,0.00,0.00
STJM5,2023-09-05,8:00 AM,95.0,68.0,0.00,0.00,0.00
ELKM5,2023-09-05,7:00 AM,96.0,65.0,0.00,0.00,0.00
SDYM5,2023-09-05,8:00 AM,92.0,71.0,0.00,0.00,0.00
CANM5,2023-09-05,8:00 AM,103.0,67.0,0.00,0.00,0.00
SATM5,2023-09-05,7:00 PM,87.0,68.0,0.00,0.00,0.00
WRIM5,2023-09-05,6:00 AM,93.0,70.0,0.00,0.00,0.00
WALM5,2023-09-05,,,,,,
DSLM5,2023-09-05,7:00 AM,95.0,71.0,0.00,0.00,0.00
DLNM5,2023-09-05,7:00 AM,97.0,75.0,0.00,0.00,0.00
LNGM5,2023-09-05,5:00 AM,95.0,68.0,T,0.00,0.00
